Top words in document 1
Top words in document 33
Word: provinces, TF-IDF: 0.03806 
Word: marys, TF-IDF: 0.03594 
Word: presumed, TF-IDF: 0.03436 
Word: colonies, TF-IDF: 0.03419 
Word: dominions, TF-IDF: 0.03396 
Word: 3rd, TF-IDF: 0.03272 
Word: augustine, TF-IDF: 0.03057 
Word: productions, TF-IDF: 0.02945 
Word: 1815, TF-IDF: 0.02828 
Word: apalachicola, TF-IDF: 0.02559 
Word: pensacola, TF-IDF: 0.02454 
Word: manufactures, TF-IDF: 0.02454 
Word: florida, TF-IDF: 0.02291 
Word: likewise, TF-IDF: 0.02291 
Word: augmentation, TF-IDF: 0.02075 
Word: 1820, TF-IDF: 0.01963 
Word: apollo, TF-IDF: 0.019 
Word: spain, TF-IDF: 0.018 
Word: hamburg, TF-IDF: 0.01797 
Word: captaingeneral, TF-IDF: 0.01705 
Top words in document 34
Word: pensacola, TF-IDF: 0.02711 
Word: likewise, TF-IDF: 0.02531 
Word: malady, TF-IDF: 0.02252 
Word: 24th, TF-IDF: 0.02216 
Word: indies, TF-IDF: 0.02169 
Word: relates, TF-IDF: 0.02169 
Word: unsettled, TF-IDF: 0.02098 
Word: piracy, TF-IDF: 0.01944 
Word: sentiments, TF-IDF: 0.01808 
Word: ardor, TF-IDF: 0.01738 
Word: respecting, TF-IDF: 0.01719 
Word: sustaining, TF-IDF: 0.01679 
Word: 1822, TF-IDF: 0.01679 
Word: essentially, TF-IDF: 0.01679 
Word: colonies, TF-IDF: 0.01679 
Word: academy, TF-IDF: 0.01627 
Word: comptroller, TF-IDF: 0.01612 
Word: 1817, TF-IDF: 0.01562 
Word: parliament, TF-IDF: 0.01522 
Word: menaced, TF-IDF: 0.01478 
Top words in document 35
Word: commodore, TF-IDF: 0.02533 
Word: ricarees, TF-IDF: 0.02423 
Word: piers, TF-IDF: 0.02234 
Word: acceded, TF-IDF: 0.02221 
Word: regularly, TF-IDF: 0.02174 
Word: masters, TF-IDF: 0.02169 
Word: 1822, TF-IDF: 0.02158 
Word: 1817, TF-IDF: 0.02009 
Word: balances, TF-IDF: 0.01964 
Word: accompanies, TF-IDF: 0.01938 
Word: colonel, TF-IDF: 0.01859 
Word: bluffs, TF-IDF: 0.01799 
Word: interposition, TF-IDF: 0.0174 
Word: contractors, TF-IDF: 0.0172 
Word: spectators, TF-IDF: 0.01702 
Word: cumberland, TF-IDF: 0.01614 
Word: spain, TF-IDF: 0.01549 
Word: delaware, TF-IDF: 0.01544 
Word: proportionably, TF-IDF: 0.01489 
Word: cannon, TF-IDF: 0.01489 
Top words in document 36
